time,dev1,dev2,connection
29953.0,6,36,up
29953.0,6,50,up
29954.0,17,28,up
29977.0,1,23,up
29977.0,23,32,up
30012.0,17,38,up
30012.0,9,25,up
30014.0,2,15,up
30015.0,17,28,up
30023.0,36,44,up
30037.0,1,23,up
30037.0,47,50,up
30067.0,47,50,up
30068.0,6,50,up
30072.0,1,32,up
30102.0,1,32,up
30102.0,9,25,up
30103.0,6,36,up
30110.0,8,16,up
30135.0,28,38,up
30144.0,36,44,up
30158.0,9,25,up
30192.0,1,32,up
30218.0,6,50,up
30222.0,9,25,up
30224.0,28,38,up
30230.0,8,16,up
30253.0,1,23,up
30253.0,19,22,up
30254.0,17,28,up
30283.0,17,38,up
30283.0,5,26,up
30294.0,6,36,up
30313.0,6,50,up
30313.0,9,25,up
30314.0,28,38,up
30343.0,6,44,up
30353.0,6,36,up
30372.0,17,28,up
30372.0,17,38,up
30372.0,9,25,up
30391.0,47,50,up
30402.0,17,28,up
30421.0,6,47,up
30427.0,1,23,up
30431.0,2,15,up
30433.0,6,50,up
30434.0,5,26,up
30474.0,36,44,up
30493.0,6,44,up
30495.0,28,38,up
30511.0,47,50,up
30522.0,1,32,up
30553.0,2,15,up
30553.0,6,47,up
30582.0,9,25,up
30583.0,2,15,up
30584.0,1,32,up
30601.0,47,50,up
30613.0,2,15,up
30631.0,47,50,up
30643.0,19,22,up
30643.0,2,15,up
30643.0,6,44,up
30644.0,28,38,up
30667.0,1,23,up
30702.0,9,25,up
30703.0,19,22,up
30703.0,6,36,up
30758.0,47,50,up
30760.0,11,46,up
30762.0,17,39,up
30788.0,6,50,up
30792.0,1,23,up
30823.0,6,47,up
30823.0,6,50,up
30824.0,28,38,up
30864.0,36,44,up
30864.0,6,36,up
30883.0,9,25,up
30913.0,17,28,up
30919.0,8,45,up
30923.0,36,44,up
30944.0,28,39,up
30961.0,47,50,up
30972.0,17,38,up
30973.0,1,23,up
30973.0,5,26,up
30975.0,17,28,up
30975.0,28,38,up
30999.0,9,25,up
31028.0,47,50,up
31032.0,17,38,up
31033.0,5,26,up
31035.0,17,28,up
31035.0,28,38,up
31065.0,28,39,up
31092.0,11,48,up
31093.0,6,44,up
31103.0,36,50,up
31118.0,1,23,up
31123.0,6,36,up
31123.0,6,50,up
31126.0,28,39,up
31153.0,17,28,up
31154.0,2,15,up
31159.0,8,45,up
31182.0,17,38,up
31196.0,6,50,up
31208.0,1,23,up
31213.0,5,26,up
31220.0,8,16,up
31274.0,23,32,up
31274.0,4,10,up
31305.0,28,38,up
31307.0,6,50,up
31330.0,11,48,up
31332.0,17,28,up
31332.0,17,38,up
31333.0,2,15,up
31334.0,23,32,up
31356.0,16,30,up
31365.0,28,39,up
31369.0,8,16,up
31381.0,47,50,up
31390.0,9,25,up
31393.0,17,28,up
31393.0,17,39,up
31393.0,2,15,up
31394.0,4,10,up
31395.0,23,32,up
31424.0,1,32,up
31448.0,21,23,up
31453.0,5,26,up
31471.0,47,50,up
31471.0,6,47,up
31489.0,8,16,up
31508.0,1,23,up
31509.0,11,46,up
31513.0,17,28,up
31520.0,16,30,up
31543.0,2,15,up
31545.0,28,39,up
31568.0,23,32,up
31574.0,9,25,up
31575.0,2,15,up
31580.0,16,30,up
31585.0,36,44,up
31585.0,6,36,up
31598.0,1,23,up
31605.0,2,15,up
31605.0,28,38,up
31621.0,6,47,up
31634.0,9,25,up
31635.0,28,39,up
31651.0,27,35,up
31662.0,17,28,up
31662.0,17,39,up
31664.0,9,25,up
31665.0,2,15,up
31697.0,6,50,up
31722.0,11,48,up
31722.0,46,48,up
31724.0,1,23,up
31724.0,23,32,up
31726.0,4,10,up
31746.0,16,30,up
31748.0,11,46,up
31754.0,1,32,up
31754.0,9,25,up
31782.0,17,39,up
31784.0,9,25,up
31785.0,28,38,up
31807.0,16,30,up
31819.0,21,23,up
31831.0,47,50,up
31831.0,6,47,up
31837.0,23,32,up
31842.0,11,48,up
31842.0,46,48,up
31844.0,1,21,up
31846.0,2,15,up
31873.0,22,35,up
31874.0,9,25,up
31876.0,2,15,up
31898.0,46,48,up
31904.0,1,32,up
31905.0,23,32,up
31906.0,27,35,up
31932.0,17,28,up
31932.0,17,38,up
31934.0,1,32,up
31939.0,16,30,up
31962.0,17,39,up
31967.0,47,50,up
31992.0,46,48,up
32022.0,11,48,up
32024.0,1,23,up
32024.0,4,10,up
32027.0,17,28,up
32030.0,16,30,up
32050.0,9,25,up
32056.0,2,15,up
32057.0,22,27,up
32057.0,6,50,up
32059.0,8,16,up
32086.0,2,15,up
32086.0,28,39,up
32113.0,22,35,up
32115.0,1,32,up
32143.0,17,38,up
32149.0,16,30,up
32168.0,1,23,up
32168.0,11,46,up
32203.0,22,35,up
32204.0,1,23,up
32205.0,2,15,up
32233.0,5,26,up
32234.0,9,25,up
32239.0,16,45,up
32251.0,47,50,up
32251.0,6,47,up
32260.0,11,48,up
32264.0,1,23,up
32264.0,1,32,up
32268.0,6,50,up
32290.0,11,46,up
32323.0,17,28,up
32323.0,17,38,up
32331.0,8,16,up
32360.0,8,16,up
32386.0,17,28,up
32387.0,47,50,up
32408.0,1,23,up
32410.0,11,48,up
32415.0,2,15,up
32418.0,19,27,up
32440.0,9,25,up
32443.0,22,35,up
32455.0,36,44,up
32455.0,6,36,up
32473.0,17,28,up
32478.0,19,35,up
32478.0,6,50,up
32500.0,11,46,up
32508.0,19,27,up
32530.0,9,25,up
32534.0,2,15,up
32536.0,17,28,up
32563.0,13,20,up
32593.0,17,39,up
32593.0,7,20,up
32596.0,28,38,up
32600.0,16,30,up
32651.0,9,25,up
32653.0,7,20,up
32656.0,28,38,up
32660.0,8,16,up
32679.0,2,15,up
32684.0,5,26,up
32709.0,11,46,up
32709.0,2,15,up
32713.0,22,35,up
32720.0,8,16,up
32748.0,6,50,up
32772.0,11,46,up
32796.0,8,30,up
32806.0,17,28,up
32824.0,23,32,up
32833.0,17,38,up
32833.0,7,20,up
32840.0,8,30,up
32841.0,11,48,up
32841.0,46,48,up
32863.0,17,28,up
32865.0,1,23,up
32865.0,1,32,up
32892.0,17,28,up
32900.0,8,16,up
32920.0,46,48,up
32922.0,17,38,up
32949.0,46,48,up
32953.0,22,35,up
32954.0,1,32,up
32956.0,17,28,up
32956.0,28,38,up
32956.0,4,10,up
32980.0,9,25,up
32982.0,11,46,up
32990.0,8,45,up
33016.0,17,28,up
33016.0,2,15,up
33034.0,23,32,up
33044.0,1,32,up
33052.0,46,48,up
33068.0,22,51,up
33068.0,35,51,up
33071.0,9,25,up
33077.0,19,27,up
33099.0,27,51,up
33099.0,46,48,up
33103.0,7,20,up
33107.0,27,35,up
33128.0,35,51,up
33133.0,13,20,up
33136.0,17,28,up
33136.0,28,39,up
33140.0,16,30,up
33166.0,17,28,up
33188.0,27,51,up
33192.0,9,25,up
33197.0,19,27,up
33227.0,19,51,up
33279.0,2,15,up
33283.0,5,53,up
33287.0,17,28,up
33290.0,16,45,up
33308.0,35,51,up
33312.0,11,48,up
33339.0,46,48,up
33344.0,1,32,up
33364.0,1,23,up
33369.0,46,48,up
33380.0,8,16,up
33400.0,19,51,up
33402.0,11,46,up
33429.0,46,48,up
33433.0,13,20,up
33434.0,1,32,up
33440.0,8,16,up
33459.0,2,15,up
33464.0,22,35,up
33490.0,11,46,up
33555.0,22,35,up
33557.0,19,35,up
33583.0,13,20,up
33584.0,2,15,up
33620.0,8,16,up
33622.0,46,48,up
33626.0,36,44,up
33626.0,6,36,up
33630.0,22,35,up
33644.0,2,15,up
33646.0,28,38,up
33699.0,2,15,up
33702.0,9,25,up
33706.0,17,28,up
33710.0,8,16,up
33729.0,46,48,up
33763.0,13,20,up
33765.0,22,35,up
33796.0,28,38,up
33821.0,2,15,up
33826.0,28,39,up
33849.0,46,48,up
33857.0,28,38,up
33916.0,28,38,up
33918.0,19,27,up
33946.0,19,35,up
33975.0,22,51,up
34002.0,11,46,up
34004.0,2,15,up
34011.0,8,16,up
34064.0,2,15,up
34088.0,16,30,up
34130.0,12,28,up
34245.0,5,26,up
34251.0,16,30,up
34271.0,17,28,up
34300.0,2,15,up
34306.0,17,28,up
34309.0,12,28,up
34329.0,46,48,up
34341.0,16,30,up
34341.0,8,16,up
34359.0,11,46,up
34365.0,22,42,up
34370.0,12,38,up
34372.0,11,48,up
34397.0,19,35,up
34402.0,11,48,up
34424.0,5,26,up
34432.0,46,48,up
34455.0,22,42,up
34461.0,8,16,up
34486.0,17,28,up
34490.0,12,38,up
34510.0,2,15,up
34512.0,9,25,up
34552.0,46,48,up
34572.0,12,17,up
34579.0,12,28,up
34581.0,16,45,up
34582.0,11,48,up
34602.0,25,56,up
34606.0,17,28,up
34611.0,8,30,up
34627.0,9,56,up
34643.0,11,48,up
34666.0,17,28,up
34671.0,8,30,up
34694.0,1,32,up
34730.0,12,17,up
34778.0,8,30,up
34780.0,46,48,up
34782.0,12,17,up
34784.0,7,43,up
34786.0,28,39,up
34787.0,19,35,up
34808.0,8,30,up
34812.0,25,56,up
34819.0,12,17,up
34819.0,12,28,up
34822.0,16,30,up
34822.0,8,16,up
34852.0,8,30,up
34865.0,23,32,up
34870.0,46,48,up
34876.0,28,39,up
34882.0,16,30,up
34907.0,19,35,up
34925.0,1,23,up
34937.0,12,28,up
34958.0,16,30,up
34985.0,1,23,up
34999.0,12,17,up
35002.0,8,30,up
35022.0,17,28,up
35032.0,8,16,up
35049.0,46,48,up
35052.0,12,17,up
35059.0,19,27,up
35059.0,27,35,up
35114.0,7,43,up
35147.0,17,28,up
35170.0,46,48,up
35208.0,19,35,up
35225.0,23,32,up
35235.0,1,23,up
35235.0,1,32,up
35242.0,8,16,up
35263.0,11,46,up
35320.0,46,48,up
35322.0,12,17,up
35327.0,28,39,up
35388.0,27,35,up
35396.0,36,50,up
35415.0,5,26,up
35436.0,23,32,up
35469.0,46,48,up
35472.0,12,17,up
35482.0,16,30,up
35495.0,23,32,up
35500.0,2,15,up
35502.0,17,28,up
35507.0,28,39,up
35509.0,12,28,up
35531.0,12,17,up
35533.0,11,46,up
35558.0,30,45,up
35561.0,2,15,up
35598.0,19,35,up
35601.0,8,16,up
35623.0,11,48,up
35625.0,22,51,up
35632.0,16,30,up
35645.0,23,32,up
35649.0,11,46,up
35680.0,46,48,up
35681.0,2,15,up
35697.0,36,50,up
35719.0,12,28,up
35752.0,16,30,up
35757.0,36,50,up
35773.0,11,46,up
35773.0,11,48,up
35817.0,36,50,up
35829.0,11,46,up
35829.0,11,48,up
35829.0,46,48,up
35830.0,7,20,up
35834.0,7,43,up
35862.0,17,28,up
35871.0,8,16,up
35892.0,17,28,up
35893.0,11,46,up
35901.0,16,45,up
35922.0,17,28,up
35925.0,5,26,up
35949.0,11,48,up
35988.0,28,39,up
36014.0,7,43,up
36035.0,1,23,up
36039.0,11,48,up
36041.0,2,15,up
36042.0,17,28,up
36071.0,2,15,up
36101.0,2,15,up
36103.0,11,46,up
36105.0,5,26,up
36112.0,16,30,up
36168.0,19,35,up
36198.0,28,38,up
36218.0,16,30,up
36226.0,1,32,up
36245.0,1,23,up
36245.0,23,32,up
36253.0,9,25,up
36255.0,5,26,up
36262.0,12,28,up
36267.0,6,36,up
36288.0,17,28,up
36309.0,46,48,up
36312.0,12,17,up
36314.0,11,46,up
36316.0,1,32,up
36318.0,12,28,up
36318.0,17,28,up
36322.0,16,30,up
36339.0,11,48,up
36357.0,36,50,up
36365.0,1,23,up
36365.0,23,32,up
36372.0,12,17,up
36372.0,17,28,up
36401.0,11,46,up
36404.0,7,43,up
36408.0,28,38,up
36412.0,8,16,up
36431.0,11,46,up
36433.0,25,57,up
36457.0,9,56,up
36462.0,12,17,up
36464.0,11,48,up
36469.0,19,35,up
36477.0,36,50,up
36494.0,5,26,up
36500.0,12,28,up
36517.0,56,57,up
36521.0,2,15,up
36528.0,17,28,up
36529.0,19,27,up
36530.0,12,17,up
36530.0,12,28,up
36551.0,46,48,up
36554.0,11,48,up
36558.0,17,28,up
36566.0,25,57,up
36566.0,9,57,up
36583.0,9,25,up
36584.0,11,46,up
36588.0,12,28,up
36590.0,12,17,up
36629.0,2,15,up
36644.0,11,46,up
36644.0,11,48,up
36649.0,12,17,up
36675.0,5,26,up
36763.0,25,57,up
36793.0,9,25,up
36796.0,1,32,up
36796.0,7,43,up
36802.0,8,30,up
36819.0,11,48,up
36822.0,17,28,up
36832.0,8,16,up
36853.0,25,57,up
36853.0,9,25,up
36859.0,17,28,up
36862.0,16,30,up
36878.0,8,30,up
36881.0,46,48,up
36888.0,12,28,up
36888.0,17,28,up
36892.0,8,16,up
36899.0,2,15,up
36912.0,12,17,up
36916.0,1,32,up
36916.0,7,43,up
36920.0,12,28,up
36922.0,16,30,up
36965.0,1,23,up
36969.0,16,30,up
36979.0,12,28,up
36982.0,8,16,up
36982.0,8,30,up
36988.0,6,36,up
37003.0,12,17,up
37003.0,25,57,up
37007.0,22,34,up
37029.0,46,48,up
37035.0,5,26,up
37036.0,7,43,up
37040.0,12,17,up
37040.0,12,28,up
37072.0,8,30,up
37102.0,16,30,up
37102.0,8,16,up
37128.0,17,28,up
37143.0,2,15,up
37151.0,46,48,up
37156.0,7,43,up
37184.0,11,46,up
37184.0,11,48,up
37190.0,12,28,up
37193.0,8,30,up
37211.0,2,15,up
37216.0,1,23,up
37218.0,4,10,up
37219.0,17,28,up
37222.0,16,30,up
37222.0,8,16,up
37243.0,12,17,up
37245.0,5,26,up
37269.0,8,30,up
37281.0,12,28,up
37282.0,8,16,up
37299.0,8,30,up
37301.0,11,46,up
37301.0,46,48,up
37311.0,12,28,up
37332.0,12,17,up
37343.0,8,16,up
37343.0,8,30,up
37348.0,36,44,up
37348.0,6,36,up
37356.0,23,32,up
37363.0,12,17,up
37363.0,25,57,up
37363.0,9,25,up
37391.0,11,46,up
37392.0,17,38,up
37419.0,11,48,up
37419.0,46,48,up
37452.0,17,28,up
37455.0,5,26,up
37462.0,16,30,up
37511.0,46,48,up
37541.0,11,46,up
37544.0,11,48,up
37553.0,16,30,up
37566.0,23,32,up
37572.0,17,28,up
37576.0,7,43,up
37601.0,46,48,up
37617.0,36,50,up
37625.0,35,42,up
37635.0,4,10,up
37661.0,11,46,up
37669.0,12,28,up
37672.0,16,30,up
37672.0,8,16,up
37673.0,8,30,up
37685.0,35,42,up
37695.0,5,26,up
37702.0,16,30,up
37724.0,11,46,up
37729.0,12,28,up
37751.0,46,48,up
37758.0,27,42,up
37783.0,9,25,up
37787.0,7,43,up
37813.0,25,57,up
37814.0,11,46,up
37848.0,27,42,up
37849.0,12,28,up
37849.0,17,28,up
37875.0,5,26,up
37879.0,17,28,up
37881.0,12,28,up
37881.0,8,16,up
37908.0,27,42,up
37909.0,17,28,up
37911.0,16,30,up
37935.0,4,10,up
37939.0,19,35,up
37986.0,23,32,up
37996.0,5,26,up
37999.0,19,35,up
38003.0,8,16,up
38003.0,8,30,up
38025.0,4,10,up
38079.0,11,48,up
38079.0,16,30,up
38086.0,1,23,up
38091.0,12,17,up
38165.0,19,42,up
38190.0,44,47,up
38220.0,6,47,up
38239.0,19,42,up
38266.0,5,26,up
38266.0,7,43,up
38292.0,2,15,up
38295.0,4,10,up
38297.0,1,23,up
38297.0,1,32,up
38319.0,11,48,up
38352.0,46,48,up
38354.0,11,46,up
38354.0,25,57,up
38354.0,9,25,up
38405.0,19,42,up
38406.0,1,23,up
38444.0,9,25,up
38473.0,17,28,up
38474.0,11,46,up
38474.0,11,48,up
38476.0,4,10,up
38500.0,16,30,up
38507.0,1,23,up
38509.0,12,28,up
38536.0,22,34,up
38566.0,4,10,up
38573.0,8,16,up
38573.0,8,30,up
38585.0,35,42,up
38597.0,1,23,up
38597.0,1,32,up
38631.0,12,28,up
38657.0,1,23,up
38687.0,1,23,up
38691.0,16,30,up
38713.0,17,28,up
38715.0,4,10,up
38716.0,22,34,up
38736.0,23,32,up
38775.0,4,10,up
38804.0,17,28,up
38808.0,19,27,up
38808.0,27,42,up
38811.0,16,30,up
38826.0,1,23,up
38860.0,11,48,up
38861.0,46,48,up
38864.0,11,46,up
38865.0,4,10,up
38871.0,12,28,up
38885.0,19,42,up
38897.0,1,23,up
38900.0,19,35,up
38902.0,8,16,up
38908.0,6,36,up
38926.0,4,10,up
38929.0,12,28,up
38945.0,19,42,up
38954.0,9,25,up
38980.0,46,48,up
38984.0,11,46,up
38986.0,7,43,up
38987.0,1,23,up
38988.0,27,42,up
38991.0,12,28,up
38991.0,8,16,up
38994.0,2,15,up
39014.0,12,17,up
39014.0,17,28,up
39016.0,25,57,up
39020.0,19,42,up
39022.0,8,30,up
39024.0,2,15,up
39065.0,35,42,up
39069.0,46,48,up
39075.0,25,57,up
39079.0,27,35,up
39079.0,27,42,up
39080.0,19,27,up
39080.0,19,35,up
39081.0,16,30,up
39097.0,23,32,up
39105.0,4,10,up
39136.0,7,43,up
39137.0,22,34,up
39142.0,8,16,up
39148.0,6,36,up
39157.0,1,23,up
39160.0,11,48,up
39164.0,11,46,up
39168.0,27,42,up
39172.0,8,30,up
39201.0,16,30,up
39201.0,8,16,up
39217.0,1,23,up
39225.0,11,46,up
39225.0,11,48,up
39225.0,4,10,up
39262.0,8,30,up
39278.0,1,23,up
39291.0,12,28,up
39314.0,17,28,up
39315.0,4,10,up
39315.0,9,25,up
39320.0,19,35,up
39321.0,8,16,up
39336.0,16,30,up
39337.0,1,23,up
39344.0,11,46,up
39367.0,1,23,up
39374.0,17,28,up
39397.0,21,23,up
39405.0,11,48,up
39412.0,12,38,up
39426.0,35,42,up
39435.0,4,10,up
39443.0,16,30,up
39464.0,11,46,up
39464.0,11,48,up
39472.0,16,30,up
39487.0,23,32,up
39494.0,17,28,up
39496.0,7,43,up
39522.0,46,48,up
39526.0,1,23,up
39531.0,21,23,up
39554.0,17,28,up
39555.0,9,25,up
39577.0,23,32,up
39585.0,25,57,up
39592.0,16,30,up
39616.0,1,21,up
39620.0,19,22,up
39640.0,11,48,up
39644.0,17,28,up
39670.0,11,48,up
39675.0,25,57,up
39698.0,1,23,up
39731.0,11,48,up
39742.0,16,30,up
39770.0,19,34,up
39786.0,35,42,up
39826.0,22,51,up
39828.0,27,35,up
39828.0,27,42,up
39846.0,8,30,up
39847.0,23,32,up
39852.0,20,59,up
39856.0,5,26,up
39857.0,19,22,up
39862.0,16,30,up
39868.0,6,36,up
39882.0,46,48,up
39885.0,9,25,up
39886.0,11,48,up
39890.0,19,51,up
39907.0,1,23,up
39922.0,8,30,up
39925.0,2,15,up
39946.0,11,48,up
39946.0,22,34,up
39948.0,27,35,up
39948.0,27,42,up
39967.0,23,32,up
39982.0,8,16,up
39996.0,8,30,up
39998.0,1,23,up
40032.0,46,48,up
40035.0,17,28,up
40057.0,23,32,up
40064.0,12,17,up
40087.0,16,30,up
40087.0,8,30,up
40096.0,1,23,up
40096.0,9,25,up
40110.0,36,50,up
40121.0,11,48,up
40121.0,46,48,up
40129.0,28,38,up
40152.0,46,48,up
40160.0,19,51,up
40177.0,1,23,up
40185.0,25,57,up
40185.0,9,25,up
40215.0,4,10,up
40242.0,46,48,up
40249.0,12,28,up
40252.0,12,17,up
40252.0,16,30,up
40267.0,23,32,up
40271.0,11,48,up
40276.0,1,32,up
40280.0,4,10,up
40336.0,11,46,up
40337.0,5,31,up
40367.0,7,43,up
40370.0,1,21,up
40370.0,27,42,up
40372.0,8,16,up
40403.0,16,30,up
40410.0,36,50,up
40416.0,8,30,up
40417.0,23,32,up
40427.0,5,31,up
40428.0,22,51,up
40430.0,4,10,up
40433.0,26,31,up
40460.0,27,42,up
40484.0,17,28,up
40514.0,12,17,up
40541.0,46,48,up
40545.0,4,10,up
40553.0,8,16,up
40553.0,8,30,up
40577.0,22,51,up
40598.0,1,23,up
40636.0,11,48,up
40642.0,12,17,up
40642.0,12,28,up
40666.0,11,46,up
40670.0,27,42,up
40673.0,12,28,up
40673.0,8,30,up
40694.0,12,17,up
40696.0,1,32,up
40733.0,8,16,up
40756.0,1,23,up
40762.0,12,17,up
40776.0,16,30,up
40776.0,8,30,up
40778.0,23,32,up
40781.0,11,48,up
40785.0,4,10,up
40814.0,17,28,up
40820.0,27,35,up
40820.0,27,42,up
40820.0,4,10,up
40846.0,1,23,up
40852.0,12,17,up
40940.0,19,34,up
40940.0,27,42,up
40941.0,17,28,up
40943.0,26,31,up
40943.0,8,16,up
40970.0,27,35,up
40973.0,8,16,up
40988.0,11,46,up
40993.0,2,15,up
40997.0,22,34,up
41000.0,4,10,up
41001.0,19,34,up
41002.0,12,28,up
41032.0,12,17,up
41048.0,23,32,up
41056.0,1,23,up
41056.0,1,32,up
41056.0,11,46,up
41056.0,11,48,up
41084.0,17,28,up
41114.0,12,17,up
41114.0,17,28,up
41120.0,12,28,up
41120.0,4,10,up
41121.0,19,22,up
41123.0,8,16,up
41138.0,23,32,up
41148.0,7,13,up
41177.0,19,22,up
41180.0,27,42,up
41182.0,12,17,up
41183.0,26,31,up
41183.0,8,16,up
41206.0,11,46,up
41210.0,28,38,up
41240.0,27,35,up
41240.0,27,42,up
41242.0,12,28,up
41242.0,8,16,up
41244.0,36,47,up
41244.0,6,36,up
41266.0,4,10,up
41272.0,12,28,up
41273.0,26,31,up
41295.0,56,57,up
41296.0,1,32,up
41296.0,4,10,up
41304.0,36,44,up
41327.0,22,34,up
41334.0,6,36,up
41348.0,1,23,up
41357.0,19,22,up
41361.0,19,34,up
41378.0,23,32,up
41388.0,19,22,up
41388.0,22,34,up
41390.0,27,35,up
41390.0,27,42,up
41394.0,26,31,up
41415.0,12,17,up
41416.0,4,10,up
41421.0,19,34,up
41422.0,8,16,up
41467.0,9,57,up
41476.0,1,32,up
41477.0,5,26,up
41513.0,27,35,up
41513.0,27,42,up
41536.0,1,23,up
41541.0,19,34,up
41543.0,26,31,up
41544.0,8,16,up
41566.0,1,23,up
41568.0,19,22,up
41574.0,36,44,up
41588.0,9,57,up
41597.0,5,26,up
41603.0,12,17,up
41603.0,8,30,up
41618.0,9,25,up
41626.0,4,10,up
41633.0,12,17,up
41633.0,8,16,up
41634.0,16,30,up
41646.0,9,57,up
41661.0,27,35,up
41661.0,27,42,up
41664.0,36,47,up
41664.0,6,36,up
41678.0,9,25,up
41687.0,1,32,up
41687.0,5,31,up
41691.0,19,34,up
41723.0,12,17,up
41746.0,4,10,up
41747.0,1,23,up
41749.0,19,22,up
41753.0,8,16,up
41755.0,6,36,up
41776.0,4,10,up
41778.0,19,22,up
41783.0,5,31,up
41797.0,16,30,up
41799.0,23,32,up
41807.0,1,23,up
41807.0,1,32,up
41814.0,36,47,up
41828.0,9,25,up
41828.0,9,57,up
41840.0,4,10,up
41841.0,28,38,up
41843.0,8,16,up
41858.0,23,32,up
41869.0,22,51,up
41887.0,8,30,up
41897.0,1,23,up
41918.0,9,57,up
41927.0,1,23,up
41927.0,1,32,up
41948.0,9,56,up
41956.0,11,48,up
41963.0,8,16,up
41978.0,9,57,up
41985.0,12,17,up
41991.0,19,22,up
41993.0,12,28,up
41994.0,8,16,up
42008.0,1,23,up
42008.0,23,32,up
42010.0,11,46,up
42014.0,56,57,up
42017.0,1,32,up
42017.0,4,10,up
42024.0,36,50,up
42053.0,12,28,up
42067.0,56,57,up
42068.0,9,57,up
42075.0,12,17,up
42081.0,17,28,up
42083.0,8,16,up
42098.0,23,32,up
42099.0,11,46,up
42107.0,1,23,up
42107.0,1,32,up
42107.0,11,48,up
42107.0,4,10,up
42113.0,12,28,up
42143.0,16,30,up
42143.0,26,31,up
42157.0,56,57,up
42187.0,9,56,up
42189.0,11,46,up
42197.0,4,10,up
42217.0,16,30,up
42217.0,56,57,up
42217.0,9,57,up
42218.0,1,23,up
42233.0,12,17,up
42233.0,26,31,up
42233.0,8,16,up
42256.0,11,46,up
42256.0,11,48,up
42257.0,1,32,up
42258.0,5,26,up
42263.0,8,16,up
42288.0,4,10,up
42288.0,5,31,up
42294.0,8,16,up
42323.0,12,38,up
42337.0,56,57,up
42338.0,23,32,up
42350.0,4,10,up
42351.0,12,28,up
42367.0,56,57,up
42376.0,11,48,up
42380.0,4,10,up
42397.0,25,57,up
42399.0,46,48,up
42406.0,17,28,up
42414.0,8,16,up
42441.0,21,23,up
42467.0,4,10,up
42487.0,9,57,up
42529.0,5,26,up
42530.0,27,35,up
42531.0,28,38,up
42533.0,26,31,up
42547.0,25,57,up
42560.0,4,10,up
42563.0,8,30,up
42564.0,6,36,up
42578.0,1,23,up
42584.0,20,43,up
42586.0,25,57,up
42595.0,36,44,up
42619.0,7,13,up
42646.0,25,57,up
42653.0,8,16,up
42654.0,8,30,up
42667.0,9,57,up
42668.0,23,32,up
42683.0,12,17,up
42697.0,25,57,up
42710.0,4,10,up
42727.0,16,30,up
42743.0,8,16,up
42787.0,25,57,up
42804.0,16,30,up
42827.0,4,10,up
42831.0,28,38,up
42833.0,12,28,up
42833.0,12,38,up
42835.0,26,31,up
42847.0,9,57,up
42848.0,23,32,up
42849.0,11,46,up
42856.0,11,48,up
42879.0,46,48,up
42886.0,17,28,up
42887.0,25,57,up
42888.0,4,10,up
42893.0,8,16,up
42917.0,11,46,up
42917.0,9,25,up
42918.0,4,10,up
42921.0,17,28,up
42944.0,20,43,up
42951.0,28,39,up
42976.0,17,28,up
42978.0,1,23,up
42999.0,23,32,up
43004.0,20,43,up
43007.0,25,57,up
43008.0,1,23,up
43008.0,7,13,up
43012.0,4,10,up
43013.0,8,16,up
43039.0,5,26,up
43057.0,9,57,up
43067.0,11,48,up
43068.0,1,23,up
43072.0,4,10,up
43089.0,11,46,up
43089.0,23,32,up
43103.0,8,16,up
43128.0,4,10,up
43134.0,12,28,up
43134.0,8,16,up
43148.0,1,23,up
43156.0,12,17,up
43157.0,4,10,up
43158.0,1,32,up
43193.0,8,16,up
43195.0,26,31,up
